ID,Species,Sex,Hyperlink,URL
1115,Abantis bismarcki,male,1115,https://lepdata.org/photos/animals/1115.jpg
1148,Abantis elegantula,male,1148,https://lepdata.org/photos/animals/1148.jpg
1544,Abantis elegantula,male,1544,https://lepdata.org/photos/animals/1544.jpg
1914,Abantis elegantula,female,1914,https://lepdata.org/photos/animals/1914.jpg
1543,Abantis elegantula,male,1543,https://lepdata.org/photos/animals/1543.jpg
1149,Abantis elegantula,male,1149,https://lepdata.org/photos/animals/1149.jpg
977,Abantis ja,male,977,https://lepdata.org/photos/animals/977.jpg
1701,Abantis leucogaster,male,1701,https://lepdata.org/photos/animals/1701.jpg
2311,Abantis lucretia,male,2311,https://lepdata.org/photos/animals/2311.jpg
4103,Abantis nigeriana,male,4103,https://lepdata.org/photos/animals/4103.jpg
4102,Abantis nigeriana,male,4102,https://lepdata.org/photos/animals/4102.jpg
1495,Abantis paradisea,female,1495,https://lepdata.org/photos/animals/1495.jpg
518,Abantis pseudonigeriana,male,518,https://lepdata.org/photos/animals/518.jpg
517,Abantis pseudonigeriana,male,517,https://lepdata.org/photos/animals/517.jpg
2827,Abantis rubra,male,2827,https://lepdata.org/photos/animals/2827.jpg
2501,Abantis tanobia,male,2501,https://lepdata.org/photos/animals/2501.jpg
4099,Abantis tanobia,male,4099,https://lepdata.org/photos/animals/4099.jpg
2502,Abantis tanobia,male,2502,https://lepdata.org/photos/animals/2502.jpg
4098,Abantis tanobia,male,4098,https://lepdata.org/photos/animals/4098.jpg
3321,Abisara cameroonensis,male,3321,https://lepdata.org/photos/animals/3321.jpg
3579,Abisara cameroonensis,female,3579,https://lepdata.org/photos/animals/3579.jpg
3320,Abisara cameroonensis,male,3320,https://lepdata.org/photos/animals/3320.jpg
4113,Abisara gerontes,male,4113,https://lepdata.org/photos/animals/4113.jpg
4114,Abisara gerontes,male,4114,https://lepdata.org/photos/animals/4114.jpg
1360,Abisara intermedia,female,1360,https://lepdata.org/photos/animals/1360.jpg
3407,Abisara intermedia,male,3407,https://lepdata.org/photos/animals/3407.jpg
3406,Abisara intermedia,male,3406,https://lepdata.org/photos/animals/3406.jpg
4391,Abisara neavei,female,4391,https://lepdata.org/photos/animals/4391.jpg
4442,Abisara neavei,male,4442,https://lepdata.org/photos/animals/4442.jpg
4441,Abisara neavei,male,4441,https://lepdata.org/photos/animals/4441.jpg
2846,Abisara rogersi,male,2846,https://lepdata.org/photos/animals/2846.jpg
526,Abisara rutherfordii,male,526,https://lepdata.org/photos/animals/526.jpg
854,Abisara rutherfordii,female,854,https://lepdata.org/photos/animals/854.jpg
525,Abisara rutherfordii,male,525,https://lepdata.org/photos/animals/525.jpg
1441,Abisara talantus,male,1441,https://lepdata.org/photos/animals/1441.jpg
1442,Abisara talantus,male,1442,https://lepdata.org/photos/animals/1442.jpg
1202,Abisara tantalus tantalus,female,1202,https://lepdata.org/photos/animals/1202.jpg
4344,Abisara tantalus tantalus,male,4344,https://lepdata.org/photos/animals/4344.jpg
1203,Abisara tantalus tantalus,female,1203,https://lepdata.org/photos/animals/1203.jpg
4345,Abisara tantalus tantalus,male,4345,https://lepdata.org/photos/animals/4345.jpg
1283,Acada annulifer,female,1283,https://lepdata.org/photos/animals/1283.jpg
3921,Acada annulifer,male,3921,https://lepdata.org/photos/animals/3921.jpg
3922,Acada annulifer,male,3922,https://lepdata.org/photos/animals/3922.jpg
15183,Achlyodes busirus,male,15183,https://lepdata.org/photos/animals/15183.jpg
15184,Achlyodes busirus,male,15184,https://lepdata.org/photos/animals/15184.jpg
15185,Achlyodes busirus,female,15185,https://lepdata.org/photos/animals/15185.jpg
15186,Achlyodes busirus,female,15186,https://lepdata.org/photos/animals/15186.jpg
15187,Achlyodes busirus,female,15187,https://lepdata.org/photos/animals/15187.jpg
15188,Achlyodes busirus,female,15188,https://lepdata.org/photos/animals/15188.jpg
15189,Achlyodes busirus,male,15189,https://lepdata.org/photos/animals/15189.jpg
15190,Achlyodes busirus,male,15190,https://lepdata.org/photos/animals/15190.jpg
1274,Acleros bala,male,1274,https://lepdata.org/photos/animals/1274.jpg
1275,Acleros bala,male,1275,https://lepdata.org/photos/animals/1275.jpg
3779,Acleros mackenii,male,3779,https://lepdata.org/photos/animals/3779.jpg
3778,Acleros mackenii,male,3778,https://lepdata.org/photos/animals/3778.jpg
3009,Acleros nigrapex,female,3009,https://lepdata.org/photos/animals/3009.jpg
3340,Acleros nigrapex,male,3340,https://lepdata.org/photos/animals/3340.jpg
3341,Acleros nigrapex,male,3341,https://lepdata.org/photos/animals/3341.jpg
1504,Acleros nigrapex,male,1504,https://lepdata.org/photos/animals/1504.jpg
1483,Acleros ploetzi,male,1483,https://lepdata.org/photos/animals/1483.jpg
1484,Acleros ploetzi,male,1484,https://lepdata.org/photos/animals/1484.jpg
10273,Acraea abdera,male,10273,https://lepdata.org/photos/animals/10273.jpg
10894,Acraea abdera,male,10894,https://lepdata.org/photos/animals/10894.jpg
10272,Acraea abdera,male,10272,https://lepdata.org/photos/animals/10272.jpg
10895,Acraea abdera,male,10895,https://lepdata.org/photos/animals/10895.jpg
2560,Acraea abdera abdera,male,2560,https://lepdata.org/photos/animals/2560.jpg
2673,Acraea abdera eginopsis,female,2673,https://lepdata.org/photos/animals/2673.jpg
3240,Acraea abdera eginopsis,male,3240,https://lepdata.org/photos/animals/3240.jpg
3241,Acraea abdera eginopsis,male,3241,https://lepdata.org/photos/animals/3241.jpg
11526,Acraea acerata,female,11526,https://lepdata.org/photos/animals/11526.jpg
2855,Acraea acerata,male,2855,https://lepdata.org/photos/animals/2855.jpg
7237,Acraea acerata,male,7237,https://lepdata.org/photos/animals/7237.jpg
7404,Acraea acerata,male,7404,https://lepdata.org/photos/animals/7404.jpg
7894,Acraea acerata,female,7894,https://lepdata.org/photos/animals/7894.jpg
2854,Acraea acerata,male,2854,https://lepdata.org/photos/animals/2854.jpg
7238,Acraea acerata,male,7238,https://lepdata.org/photos/animals/7238.jpg
7403,Acraea acerata,male,7403,https://lepdata.org/photos/animals/7403.jpg
7893,Acraea acerata,female,7893,https://lepdata.org/photos/animals/7893.jpg
11525,Acraea acerata,female,11525,https://lepdata.org/photos/animals/11525.jpg
515,Acraea acerata,female,515,https://lepdata.org/photos/animals/515.jpg
3556,Acraea actinotina,male,3556,https://lepdata.org/photos/animals/3556.jpg
3555,Acraea actinotina,male,3555,https://lepdata.org/photos/animals/3555.jpg
2114,Acraea admatha,female,2114,https://lepdata.org/photos/animals/2114.jpg
2504,Acraea admatha,male,2504,https://lepdata.org/photos/animals/2504.jpg
13685,Acraea alcinoe alcinoe,female,13685,https://lepdata.org/photos/animals/13685.jpg
13831,Acraea alcinoe alcinoe,male,13831,https://lepdata.org/photos/animals/13831.jpg
13934,Acraea alcinoe alcinoe,male,13934,https://lepdata.org/photos/animals/13934.jpg
836,Acraea alcinoe alcinoe,female,836,https://lepdata.org/photos/animals/836.jpg
3116,Acraea alcinoe alcinoe,male,3116,https://lepdata.org/photos/animals/3116.jpg
13686,Acraea alcinoe alcinoe,female,13686,https://lepdata.org/photos/animals/13686.jpg
13807,Acraea alcinoe alcinoe,female,13807,https://lepdata.org/photos/animals/13807.jpg
13830,Acraea alcinoe alcinoe,male,13830,https://lepdata.org/photos/animals/13830.jpg
13933,Acraea alcinoe alcinoe,male,13933,https://lepdata.org/photos/animals/13933.jpg
13806,Acraea alcinoe alcinoe,female,13806,https://lepdata.org/photos/animals/13806.jpg
2063,Acraea alciope,female,2063,https://lepdata.org/photos/animals/2063.jpg
6870,Acraea alciope,female,6870,https://lepdata.org/photos/animals/6870.jpg
8116,Acraea alciope,male,8116,https://lepdata.org/photos/animals/8116.jpg
721,Acraea alciope,female,721,https://lepdata.org/photos/animals/721.jpg
3246,Acraea alciope,male,3246,https://lepdata.org/photos/animals/3246.jpg
9259,Acraea alciope,male,9259,https://lepdata.org/photos/animals/9259.jpg
10989,Acraea alciope,female,10989,https://lepdata.org/photos/animals/10989.jpg
3247,Acraea alciope,male,3247,https://lepdata.org/photos/animals/3247.jpg
8115,Acraea alciope,male,8115,https://lepdata.org/photos/animals/8115.jpg
9258,Acraea alciope,male,9258,https://lepdata.org/photos/animals/9258.jpg
10988,Acraea alciope,female,10988,https://lepdata.org/photos/animals/10988.jpg
6869,Acraea alciope,female,6869,https://lepdata.org/photos/animals/6869.jpg
2680,Acraea alticola,female,2680,https://lepdata.org/photos/animals/2680.jpg
3531,Acraea alticola,male,3531,https://lepdata.org/photos/animals/3531.jpg
3530,Acraea alticola,male,3530,https://lepdata.org/photos/animals/3530.jpg
9542,Acraea andromacha,male,9542,https://lepdata.org/photos/animals/9542.jpg
6758,Acraea andromacha,female,6758,https://lepdata.org/photos/animals/6758.jpg
9505,Acraea andromacha,male,9505,https://lepdata.org/photos/animals/9505.jpg
11434,Acraea andromacha,female,11434,https://lepdata.org/photos/animals/11434.jpg
6757,Acraea andromacha,female,6757,https://lepdata.org/photos/animals/6757.jpg
9543,Acraea andromacha,male,9543,https://lepdata.org/photos/animals/9543.jpg
11435,Acraea andromacha,female,11435,https://lepdata.org/photos/animals/11435.jpg
9504,Acraea andromacha,male,9504,https://lepdata.org/photos/animals/9504.jpg
2959,Acraea bonasia,male,2959,https://lepdata.org/photos/animals/2959.jpg
8002,Acraea bonasia,female,8002,https://lepdata.org/photos/animals/8002.jpg
1781,Acraea bonasia,female,1781,https://lepdata.org/photos/animals/1781.jpg
7278,Acraea bonasia,male,7278,https://lepdata.org/photos/animals/7278.jpg
12032,Acraea bonasia,female,12032,https://lepdata.org/photos/animals/12032.jpg
12454,Acraea bonasia,male,12454,https://lepdata.org/photos/animals/12454.jpg
1780,Acraea bonasia,female,1780,https://lepdata.org/photos/animals/1780.jpg
7277,Acraea bonasia,male,7277,https://lepdata.org/photos/animals/7277.jpg
2960,Acraea bonasia,male,2960,https://lepdata.org/photos/animals/2960.jpg
8001,Acraea bonasia,female,8001,https://lepdata.org/photos/animals/8001.jpg
12031,Acraea bonasia,female,12031,https://lepdata.org/photos/animals/12031.jpg
12453,Acraea bonasia,male,12453,https://lepdata.org/photos/animals/12453.jpg
2791,Acraea caecilia,female,2791,https://lepdata.org/photos/animals/2791.jpg
3814,Acraea caecilia,male,3814,https://lepdata.org/photos/animals/3814.jpg
3813,Acraea caecilia,male,3813,https://lepdata.org/photos/animals/3813.jpg
3536,Acraea camaena,male,3536,https://lepdata.org/photos/animals/3536.jpg
2492,Acraea camaena,female,2492,https://lepdata.org/photos/animals/2492.jpg
3535,Acraea camaena,male,3535,https://lepdata.org/photos/animals/3535.jpg
3352,Acraea cepheus,male,3352,https://lepdata.org/photos/animals/3352.jpg
2066,Acraea circeis,female,2066,https://lepdata.org/photos/animals/2066.jpg
2981,Acraea circeis,gynandromorph,2981,https://lepdata.org/photos/animals/2981.jpg
3560,Acraea circeis,male,3560,https://lepdata.org/photos/animals/3560.jpg
3561,Acraea circeis,male,3561,https://lepdata.org/photos/animals/3561.jpg
1196,Acraea consanguinea,female,1196,https://lepdata.org/photos/animals/1196.jpg
2353,Acraea consanguinea,male,2353,https://lepdata.org/photos/animals/2353.jpg
3890,Acraea consanguinea sartina,female,3890,https://lepdata.org/photos/animals/3890.jpg
755,Acraea egina,male,755,https://lepdata.org/photos/animals/755.jpg
3397,Acraea egina,female,3397,https://lepdata.org/photos/animals/3397.jpg
6919,Acraea egina,male,6919,https://lepdata.org/photos/animals/6919.jpg
9757,Acraea egina,female,9757,https://lepdata.org/photos/animals/9757.jpg
10407,Acraea egina,male,10407,https://lepdata.org/photos/animals/10407.jpg
11663,Acraea egina,female,11663,https://lepdata.org/photos/animals/11663.jpg
754,Acraea egina,male,754,https://lepdata.org/photos/animals/754.jpg
9756,Acraea egina,female,9756,https://lepdata.org/photos/animals/9756.jpg
10406,Acraea egina,male,10406,https://lepdata.org/photos/animals/10406.jpg
11664,Acraea egina,female,11664,https://lepdata.org/photos/animals/11664.jpg
6920,Acraea egina,male,6920,https://lepdata.org/photos/animals/6920.jpg
2994,Acraea elongata,female,2994,https://lepdata.org/photos/animals/2994.jpg
3524,Acraea elongata,male,3524,https://lepdata.org/photos/animals/3524.jpg
2271,Acraea encedana,male,2271,https://lepdata.org/photos/animals/2271.jpg
2272,Acraea encedana,male,2272,https://lepdata.org/photos/animals/2272.jpg
932,Acraea encedon,female,932,https://lepdata.org/photos/animals/932.jpg
2229,Acraea encedon,female,2229,https://lepdata.org/photos/animals/2229.jpg
2487,Acraea encedon,male,2487,https://lepdata.org/photos/animals/2487.jpg
933,Acraea encedon,female,933,https://lepdata.org/photos/animals/933.jpg
1803,Acraea endoscota,male,1803,https://lepdata.org/photos/animals/1803.jpg
4220,Acraea endoscota,female,4220,https://lepdata.org/photos/animals/4220.jpg
1802,Acraea endoscota,male,1802,https://lepdata.org/photos/animals/1802.jpg
1555,Acraea epaea,male,1555,https://lepdata.org/photos/animals/1555.jpg
2347,Acraea epaea,female,2347,https://lepdata.org/photos/animals/2347.jpg
7056,Acraea epaea,female,7056,https://lepdata.org/photos/animals/7056.jpg
8422,Acraea epaea,male,8422,https://lepdata.org/photos/animals/8422.jpg
9063,Acraea epaea,female,9063,https://lepdata.org/photos/animals/9063.jpg
9108,Acraea epaea,male,9108,https://lepdata.org/photos/animals/9108.jpg
7055,Acraea epaea,female,7055,https://lepdata.org/photos/animals/7055.jpg
9062,Acraea epaea,female,9062,https://lepdata.org/photos/animals/9062.jpg
9109,Acraea epaea,male,9109,https://lepdata.org/photos/animals/9109.jpg
8421,Acraea epaea,male,8421,https://lepdata.org/photos/animals/8421.jpg
2315,Acraea epiprotea,female,2315,https://lepdata.org/photos/animals/2315.jpg
557,Acraea epiprotea,male,557,https://lepdata.org/photos/animals/557.jpg
2398,Acraea eugenia,male,2398,https://lepdata.org/photos/animals/2398.jpg
2118,Acraea excisa,female,2118,https://lepdata.org/photos/animals/2118.jpg
2409,Acraea excisa,male,2409,https://lepdata.org/photos/animals/2409.jpg
7424,Acraea igola,female,7424,https://lepdata.org/photos/animals/7424.jpg
11089,Acraea igola,male,11089,https://lepdata.org/photos/animals/11089.jpg
11655,Acraea igola,male,11655,https://lepdata.org/photos/animals/11655.jpg
7423,Acraea igola,female,7423,https://lepdata.org/photos/animals/7423.jpg
11656,Acraea igola,male,11656,https://lepdata.org/photos/animals/11656.jpg
11088,Acraea igola,male,11088,https://lepdata.org/photos/animals/11088.jpg
9126,Acraea issoria,male,9126,https://lepdata.org/photos/animals/9126.jpg
9466,Acraea issoria,female,9466,https://lepdata.org/photos/animals/9466.jpg
9883,Acraea issoria,female,9883,https://lepdata.org/photos/animals/9883.jpg
11082,Acraea issoria,male,11082,https://lepdata.org/photos/animals/11082.jpg
9127,Acraea issoria,male,9127,https://lepdata.org/photos/animals/9127.jpg
9467,Acraea issoria,female,9467,https://lepdata.org/photos/animals/9467.jpg
11083,Acraea issoria,male,11083,https://lepdata.org/photos/animals/11083.jpg
9882,Acraea issoria,female,9882,https://lepdata.org/photos/animals/9882.jpg
1218,Acraea iturina,male,1218,https://lepdata.org/photos/animals/1218.jpg
6929,Acraea jodutta,male,6929,https://lepdata.org/photos/animals/6929.jpg
2941,Acraea jodutta,female,2941,https://lepdata.org/photos/animals/2941.jpg
4485,Acraea jodutta,male,4485,https://lepdata.org/photos/animals/4485.jpg
8302,Acraea jodutta,female,8302,https://lepdata.org/photos/animals/8302.jpg
8579,Acraea jodutta,female,8579,https://lepdata.org/photos/animals/8579.jpg
9923,Acraea jodutta,female,9923,https://lepdata.org/photos/animals/9923.jpg
11622,Acraea jodutta,female,11622,https://lepdata.org/photos/animals/11622.jpg
12050,Acraea jodutta,male,12050,https://lepdata.org/photos/animals/12050.jpg
4484,Acraea jodutta,male,4484,https://lepdata.org/photos/animals/4484.jpg
6930,Acraea jodutta,male,6930,https://lepdata.org/photos/animals/6930.jpg
8301,Acraea jodutta,female,8301,https://lepdata.org/photos/animals/8301.jpg
8578,Acraea jodutta,female,8578,https://lepdata.org/photos/animals/8578.jpg
11621,Acraea jodutta,female,11621,https://lepdata.org/photos/animals/11621.jpg
9922,Acraea jodutta,female,9922,https://lepdata.org/photos/animals/9922.jpg
12049,Acraea jodutta,male,12049,https://lepdata.org/photos/animals/12049.jpg
2799,Acraea kaduna,male,2799,https://lepdata.org/photos/animals/2799.jpg
2798,Acraea kaduna,male,2798,https://lepdata.org/photos/animals/2798.jpg
1123,Acraea karschi,male,1123,https://lepdata.org/photos/animals/1123.jpg
1122,Acraea karschi,male,1122,https://lepdata.org/photos/animals/1122.jpg
1350,Acraea kraka kibi,male,1350,https://lepdata.org/photos/animals/1350.jpg
2768,Acraea kraka kibi,female,2768,https://lepdata.org/photos/animals/2768.jpg
4024,Acraea kraka kraka,female,4024,https://lepdata.org/photos/animals/4024.jpg
1779,Acraea kraka kraka,male,1779,https://lepdata.org/photos/animals/1779.jpg
1024,Acraea leucographa,male,1024,https://lepdata.org/photos/animals/1024.jpg
3210,Acraea leucographa,female,3210,https://lepdata.org/photos/animals/3210.jpg
1023,Acraea leucographa,male,1023,https://lepdata.org/photos/animals/1023.jpg
4343,Acraea leucographa,male,4343,https://lepdata.org/photos/animals/4343.jpg
8161,Acraea lycoa,female,8161,https://lepdata.org/photos/animals/8161.jpg
1309,Acraea lycoa,female,1309,https://lepdata.org/photos/animals/1309.jpg
1873,Acraea lycoa,male,1873,https://lepdata.org/photos/animals/1873.jpg
8031,Acraea lycoa,male,8031,https://lepdata.org/photos/animals/8031.jpg
8997,Acraea lycoa,male,8997,https://lepdata.org/photos/animals/8997.jpg
10411,Acraea lycoa,female,10411,https://lepdata.org/photos/animals/10411.jpg
8032,Acraea lycoa,male,8032,https://lepdata.org/photos/animals/8032.jpg
8162,Acraea lycoa,female,8162,https://lepdata.org/photos/animals/8162.jpg
8996,Acraea lycoa,male,8996,https://lepdata.org/photos/animals/8996.jpg
10410,Acraea lycoa,female,10410,https://lepdata.org/photos/animals/10410.jpg
2270,Acraea macaria,female,2270,https://lepdata.org/photos/animals/2270.jpg
4043,Acraea macaria,male,4043,https://lepdata.org/photos/animals/4043.jpg
3770,Acraea neobule,male,3770,https://lepdata.org/photos/animals/3770.jpg
4258,Acraea neobule,female,4258,https://lepdata.org/photos/animals/4258.jpg
4257,Acraea neobule,female,4257,https://lepdata.org/photos/animals/4257.jpg
2325,Acraea oberthueri,male,2325,https://lepdata.org/photos/animals/2325.jpg
12146,Acraea oberthueri,unknown,12146,https://lepdata.org/photos/animals/12146.jpg
2324,Acraea oberthueri,male,2324,https://lepdata.org/photos/animals/2324.jpg
613,Acraea oberthueri,female,613,https://lepdata.org/photos/animals/613.jpg
12145,Acraea oberthueri,unknown,12145,https://lepdata.org/photos/animals/12145.jpg
4512,Acraea obliqua,female,4512,https://lepdata.org/photos/animals/4512.jpg
4046,Acraea obliqua,male,4046,https://lepdata.org/photos/animals/4046.jpg
3216,Acraea oreas oboti,male,3216,https://lepdata.org/photos/animals/3216.jpg
1869,Acraea oreas oboti,female,1869,https://lepdata.org/photos/animals/1869.jpg
3217,Acraea oreas oboti,male,3217,https://lepdata.org/photos/animals/3217.jpg
3645,Acraea orestia,female,3645,https://lepdata.org/photos/animals/3645.jpg
741,Acraea orestia,male,741,https://lepdata.org/photos/animals/741.jpg
742,Acraea orestia,male,742,https://lepdata.org/photos/animals/742.jpg
2004,Acraea orina,male,2004,https://lepdata.org/photos/animals/2004.jpg
3286,Acraea orina,female,3286,https://lepdata.org/photos/animals/3286.jpg
2003,Acraea orina,male,2003,https://lepdata.org/photos/animals/2003.jpg
7406,Acraea parrhasia,male,7406,https://lepdata.org/photos/animals/7406.jpg
11204,Acraea parrhasia,male,11204,https://lepdata.org/photos/animals/11204.jpg
2967,Acraea parrhasia,female,2967,https://lepdata.org/photos/animals/2967.jpg
4489,Acraea parrhasia,male,4489,https://lepdata.org/photos/animals/4489.jpg
6851,Acraea parrhasia,male,6851,https://lepdata.org/photos/animals/6851.jpg
8682,Acraea parrhasia,male,8682,https://lepdata.org/photos/animals/8682.jpg
10754,Acraea parrhasia,female,10754,https://lepdata.org/photos/animals/10754.jpg
10799,Acraea parrhasia,female,10799,https://lepdata.org/photos/animals/10799.jpg
4490,Acraea parrhasia,male,4490,https://lepdata.org/photos/animals/4490.jpg
6852,Acraea parrhasia,male,6852,https://lepdata.org/photos/animals/6852.jpg
7405,Acraea parrhasia,male,7405,https://lepdata.org/photos/animals/7405.jpg
8683,Acraea parrhasia,male,8683,https://lepdata.org/photos/animals/8683.jpg
10800,Acraea parrhasia,female,10800,https://lepdata.org/photos/animals/10800.jpg
11205,Acraea parrhasia,male,11205,https://lepdata.org/photos/animals/11205.jpg
10753,Acraea parrhasia,female,10753,https://lepdata.org/photos/animals/10753.jpg
3431,Acraea parrhasia servona,male,3431,https://lepdata.org/photos/animals/3431.jpg
3430,Acraea parrhasia servona,male,3430,https://lepdata.org/photos/animals/3430.jpg
1338,Acraea peneleos,female,1338,https://lepdata.org/photos/animals/1338.jpg
1421,Acraea peneleos,male,1421,https://lepdata.org/photos/animals/1421.jpg
7615,Acraea peneleos,male,7615,https://lepdata.org/photos/animals/7615.jpg
7787,Acraea peneleos,female,7787,https://lepdata.org/photos/animals/7787.jpg
11972,Acraea peneleos,male,11972,https://lepdata.org/photos/animals/11972.jpg
1422,Acraea peneleos,male,1422,https://lepdata.org/photos/animals/1422.jpg
7616,Acraea peneleos,male,7616,https://lepdata.org/photos/animals/7616.jpg
7788,Acraea peneleos,female,7788,https://lepdata.org/photos/animals/7788.jpg
8498,Acraea peneleos,female,8498,https://lepdata.org/photos/animals/8498.jpg
11971,Acraea peneleos,male,11971,https://lepdata.org/photos/animals/11971.jpg
8497,Acraea peneleos,female,8497,https://lepdata.org/photos/animals/8497.jpg
1456,Acraea penelope,male,1456,https://lepdata.org/photos/animals/1456.jpg
1457,Acraea penelope,male,1457,https://lepdata.org/photos/animals/1457.jpg
2352,Acraea perenna,male,2352,https://lepdata.org/photos/animals/2352.jpg
2351,Acraea perenna,male,2351,https://lepdata.org/photos/animals/2351.jpg
8167,Acraea pharsalus,male,8167,https://lepdata.org/photos/animals/8167.jpg
2364,Acraea pharsalus,female,2364,https://lepdata.org/photos/animals/2364.jpg
2534,Acraea pharsalus,male,2534,https://lepdata.org/photos/animals/2534.jpg
7216,Acraea pharsalus,female,7216,https://lepdata.org/photos/animals/7216.jpg
7770,Acraea pharsalus,female,7770,https://lepdata.org/photos/animals/7770.jpg
10519,Acraea pharsalus,male,10519,https://lepdata.org/photos/animals/10519.jpg
2533,Acraea pharsalus,male,2533,https://lepdata.org/photos/animals/2533.jpg
7215,Acraea pharsalus,female,7215,https://lepdata.org/photos/animals/7215.jpg
7769,Acraea pharsalus,female,7769,https://lepdata.org/photos/animals/7769.jpg
8168,Acraea pharsalus,male,8168,https://lepdata.org/photos/animals/8168.jpg
10518,Acraea pharsalus,male,10518,https://lepdata.org/photos/animals/10518.jpg
1471,Acraea polis,female,1471,https://lepdata.org/photos/animals/1471.jpg
3135,Acraea polis,male,3135,https://lepdata.org/photos/animals/3135.jpg
3509,Acraea pseudegina,female,3509,https://lepdata.org/photos/animals/3509.jpg
3717,Acraea pseudegina,male,3717,https://lepdata.org/photos/animals/3717.jpg
6688,Acraea pseudegina,female,6688,https://lepdata.org/photos/animals/6688.jpg
7725,Acraea pseudegina,female,7725,https://lepdata.org/photos/animals/7725.jpg
9782,Acraea pseudegina,male,9782,https://lepdata.org/photos/animals/9782.jpg
11762,Acraea pseudegina,male,11762,https://lepdata.org/photos/animals/11762.jpg
3716,Acraea pseudegina,male,3716,https://lepdata.org/photos/animals/3716.jpg
6687,Acraea pseudegina,female,6687,https://lepdata.org/photos/animals/6687.jpg
7726,Acraea pseudegina,female,7726,https://lepdata.org/photos/animals/7726.jpg
9783,Acraea pseudegina,male,9783,https://lepdata.org/photos/animals/9783.jpg
11761,Acraea pseudegina,male,11761,https://lepdata.org/photos/animals/11761.jpg
3520,Acraea pseudepaea,male,3520,https://lepdata.org/photos/animals/3520.jpg
3519,Acraea pseudepaea,male,3519,https://lepdata.org/photos/animals/3519.jpg
2400,Acraea quirina,female,2400,https://lepdata.org/photos/animals/2400.jpg
4331,Acraea quirina,male,4331,https://lepdata.org/photos/animals/4331.jpg
6624,Acraea quirina,male,6624,https://lepdata.org/photos/animals/6624.jpg
7834,Acraea quirina,male,7834,https://lepdata.org/photos/animals/7834.jpg
9383,Acraea quirina,female,9383,https://lepdata.org/photos/animals/9383.jpg
11058,Acraea quirina,female,11058,https://lepdata.org/photos/animals/11058.jpg
11582,Acraea quirina,unknown,11582,https://lepdata.org/photos/animals/11582.jpg
6623,Acraea quirina,male,6623,https://lepdata.org/photos/animals/6623.jpg
7833,Acraea quirina,male,7833,https://lepdata.org/photos/animals/7833.jpg
8545,Acraea quirina,female,8545,https://lepdata.org/photos/animals/8545.jpg
9382,Acraea quirina,female,9382,https://lepdata.org/photos/animals/9382.jpg
11059,Acraea quirina,female,11059,https://lepdata.org/photos/animals/11059.jpg
11581,Acraea quirina,unknown,11581,https://lepdata.org/photos/animals/11581.jpg
8546,Acraea quirina,female,8546,https://lepdata.org/photos/animals/8546.jpg
11647,Acraea rahira,male,11647,https://lepdata.org/photos/animals/11647.jpg
7200,Acraea rahira,male,7200,https://lepdata.org/photos/animals/7200.jpg
7735,Acraea rahira,female,7735,https://lepdata.org/photos/animals/7735.jpg
8561,Acraea rahira,male,8561,https://lepdata.org/photos/animals/8561.jpg
7199,Acraea rahira,male,7199,https://lepdata.org/photos/animals/7199.jpg
7736,Acraea rahira,female,7736,https://lepdata.org/photos/animals/7736.jpg
8562,Acraea rahira,male,8562,https://lepdata.org/photos/animals/8562.jpg
11648,Acraea rahira,male,11648,https://lepdata.org/photos/animals/11648.jpg
2932,Acraea rogersi,male,2932,https://lepdata.org/photos/animals/2932.jpg
3834,Acraea rogersi,male,3834,https://lepdata.org/photos/animals/3834.jpg
4133,Acraea rogersi,female,4133,https://lepdata.org/photos/animals/4133.jpg
7037,Acraea rogersi,male,7037,https://lepdata.org/photos/animals/7037.jpg
7943,Acraea rogersi,male,7943,https://lepdata.org/photos/animals/7943.jpg
8404,Acraea rogersi,male,8404,https://lepdata.org/photos/animals/8404.jpg
1934,Acraea rogersi,male,1934,https://lepdata.org/photos/animals/1934.jpg
7038,Acraea rogersi,male,7038,https://lepdata.org/photos/animals/7038.jpg
7944,Acraea rogersi,male,7944,https://lepdata.org/photos/animals/7944.jpg
8403,Acraea rogersi,male,8403,https://lepdata.org/photos/animals/8403.jpg
1955,Acraea semivitrea,male,1955,https://lepdata.org/photos/animals/1955.jpg
1956,Acraea semivitrea,male,1956,https://lepdata.org/photos/animals/1956.jpg
6727,Acraea serena,female,6727,https://lepdata.org/photos/animals/6727.jpg
2075,Acraea serena,female,2075,https://lepdata.org/photos/animals/2075.jpg
2371,Acraea serena,male,2371,https://lepdata.org/photos/animals/2371.jpg
7771,Acraea serena,female,7771,https://lepdata.org/photos/animals/7771.jpg
8259,Acraea serena,female,8259,https://lepdata.org/photos/animals/8259.jpg
10164,Acraea serena,male,10164,https://lepdata.org/photos/animals/10164.jpg
11968,Acraea serena,male,11968,https://lepdata.org/photos/animals/11968.jpg
3039,Acraea serena,male,3039,https://lepdata.org/photos/animals/3039.jpg
6728,Acraea serena,female,6728,https://lepdata.org/photos/animals/6728.jpg
7772,Acraea serena,female,7772,https://lepdata.org/photos/animals/7772.jpg
8260,Acraea serena,female,8260,https://lepdata.org/photos/animals/8260.jpg
10165,Acraea serena,male,10165,https://lepdata.org/photos/animals/10165.jpg
11967,Acraea serena,male,11967,https://lepdata.org/photos/animals/11967.jpg
1771,Acraea sykesi,male,1771,https://lepdata.org/photos/animals/1771.jpg
